# ==================================================================
# Fastrad - RAY-TRACING - TID
# 
# TOTAL IONIZING DOSE CALCULATION RESULTS			 2018/12/03	18:19:14
# 
# Doses in krad (Si)
#
# Method : Slant Path
#
# ==================================================================
#
# Dose calculation with Solid Sphere Dose Curve
#
# Common Format (Total dose) :  [ mm , rad ]
# Electrons : C:\Users\Gebruiker\Documents\MSc Space Engineering\Thesis\SPENVIS orbit output\SAPPHIRE as input\Solar Maximum\1-in-n-year SPE\n=100\SolarMaximum_SPE_1_in_100_years_Sapphire_dosedepth.dat
#
#
#  N°  |   Total Dose |   Name   |
#      |    krad (Si) |          |
 25138 |  8.999e+001  | Detector |
 25139 |  1.343e+002  | Detector |
 25140 |  9.037e+001  | Detector |
 25141 |  9.057e+001  | Detector |
 25142 |  9.063e+001  | Detector |
 25143 |  9.065e+001  | Detector |
 25144 |  9.071e+001  | Detector |
 25145 |  9.071e+001  | Detector |
 25146 |  9.070e+001  | Detector |
 25147 |  9.072e+001  | Detector |
 25148 |  9.072e+001  | Detector |
 25149 |  9.072e+001  | Detector |
 25150 |  9.074e+001  | Detector |
 25151 |  9.072e+001  | Detector |
 25152 |  9.072e+001  | Detector |
 25153 |  9.068e+001  | Detector |
 25154 |  9.068e+001  | Detector |
 25155 |  9.063e+001  | Detector |
 25156 |  9.045e+001  | Detector |
 25157 |  8.998e+001  | Detector |
 25158 |  9.003e+001  | Detector |
 25159 |  5.444e+000  | Detector |
 25160 |  8.998e+001  | Detector |
 25161 |  6.508e+000  | Detector |
 25162 |  7.300e+000  | Detector |
 25163 |  7.642e+000  | Detector |
 25164 |  7.588e+000  | Detector |
 25165 |  7.588e+000  | Detector |
 25166 |  7.786e+000  | Detector |
 25167 |  7.779e+000  | Detector |
 25168 |  7.756e+000  | Detector |
 25169 |  7.883e+000  | Detector |
 25170 |  7.784e+000  | Detector |
 25171 |  7.779e+000  | Detector |
 25172 |  7.746e+000  | Detector |
 25173 |  7.849e+000  | Detector |
 25174 |  7.803e+000  | Detector |
 25175 |  7.653e+000  | Detector |
 25176 |  7.543e+000  | Detector |
 25177 |  6.623e+000  | Detector |
 25178 |  5.266e+000  | Detector |
 25179 |  1.486e+000  | Detector |
 25180 |  6.537e+000  | Detector |
 25181 |  9.034e+001  | Detector |
 25182 |  7.219e+000  | Detector |
 25183 |  7.635e+000  | Detector |
 25184 |  7.784e+000  | Detector |
 25185 |  8.004e+000  | Detector |
 25186 |  7.978e+000  | Detector |
 25187 |  8.125e+000  | Detector |
 25188 |  8.120e+000  | Detector |
 25189 |  8.144e+000  | Detector |
 25190 |  8.202e+000  | Detector |
 25191 |  8.123e+000  | Detector |
 25192 |  8.041e+000  | Detector |
 25193 |  8.101e+000  | Detector |
 25194 |  8.013e+000  | Detector |
 25195 |  8.166e+000  | Detector |
 25196 |  7.912e+000  | Detector |
 25197 |  7.847e+000  | Detector |
 25198 |  7.418e+000  | Detector |
 25199 |  6.638e+000  | Detector |
 25200 |  5.716e+000  | Detector |
 25201 |  7.246e+000  | Detector |
 25202 |  9.048e+001  | Detector |
 25203 |  7.607e+000  | Detector |
 25204 |  7.882e+000  | Detector |
 25205 |  7.973e+000  | Detector |
 25206 |  8.142e+000  | Detector |
 25207 |  8.165e+000  | Detector |
 25208 |  8.394e+000  | Detector |
 25209 |  8.232e+000  | Detector |
 25210 |  8.413e+000  | Detector |
 25211 |  8.279e+000  | Detector |
 25212 |  8.341e+000  | Detector |
 25213 |  8.208e+000  | Detector |
 25214 |  8.247e+000  | Detector |
 25215 |  8.176e+000  | Detector |
 25216 |  8.211e+000  | Detector |
 25217 |  7.892e+000  | Detector |
 25218 |  8.152e+000  | Detector |
 25219 |  7.556e+000  | Detector |
 25220 |  7.170e+000  | Detector |
 25221 |  6.918e+000  | Detector |
 25222 |  7.516e+000  | Detector |
 25223 |  9.054e+001  | Detector |
 25224 |  7.792e+000  | Detector |
 25225 |  7.999e+000  | Detector |
 25226 |  8.294e+000  | Detector |
 25227 |  8.384e+000  | Detector |
 25228 |  8.493e+000  | Detector |
 25229 |  8.746e+000  | Detector |
 25230 |  8.445e+000  | Detector |
 25231 |  8.579e+000  | Detector |
 25232 |  8.491e+000  | Detector |
 25233 |  8.461e+000  | Detector |
 25234 |  8.378e+000  | Detector |
 25235 |  8.491e+000  | Detector |
 25236 |  8.414e+000  | Detector |
 25237 |  8.298e+000  | Detector |
 25238 |  8.089e+000  | Detector |
 25239 |  8.318e+000  | Detector |
 25240 |  7.816e+000  | Detector |
 25241 |  7.759e+000  | Detector |
 25242 |  7.510e+000  | Detector |
 25243 |  7.540e+000  | Detector |
 25244 |  9.055e+001  | Detector |
 25245 |  7.870e+000  | Detector |
 25246 |  8.141e+000  | Detector |
 25247 |  8.290e+000  | Detector |
 25248 |  8.499e+000  | Detector |
 25249 |  8.581e+000  | Detector |
 25250 |  8.740e+000  | Detector |
 25251 |  8.734e+000  | Detector |
 25252 |  8.581e+000  | Detector |
 25253 |  8.681e+000  | Detector |
 25254 |  8.524e+000  | Detector |
 25255 |  8.568e+000  | Detector |
 25256 |  8.486e+000  | Detector |
 25257 |  8.440e+000  | Detector |
 25258 |  8.401e+000  | Detector |
 25259 |  8.262e+000  | Detector |
 25260 |  8.580e+000  | Detector |
 25261 |  8.013e+000  | Detector |
 25262 |  7.882e+000  | Detector |
 25263 |  7.704e+000  | Detector |
 25264 |  8.011e+000  | Detector |
 25265 |  9.057e+001  | Detector |
 25266 |  7.869e+000  | Detector |
 25267 |  8.102e+000  | Detector |
 25268 |  8.457e+000  | Detector |
 25269 |  8.427e+000  | Detector |
 25270 |  8.642e+000  | Detector |
 25271 |  8.644e+000  | Detector |
 25272 |  8.646e+000  | Detector |
 25273 |  8.729e+000  | Detector |
 25274 |  8.598e+000  | Detector |
 25275 |  8.608e+000  | Detector |
 25276 |  8.431e+000  | Detector |
 25277 |  8.438e+000  | Detector |
 25278 |  8.537e+000  | Detector |
 25279 |  8.394e+000  | Detector |
 25280 |  8.339e+000  | Detector |
 25281 |  8.556e+000  | Detector |
 25282 |  8.259e+000  | Detector |
 25283 |  8.665e+000  | Detector |
 25284 |  8.059e+000  | Detector |
 25285 |  7.603e+000  | Detector |
 25286 |  9.061e+001  | Detector |
 25287 |  7.946e+000  | Detector |
 25288 |  8.175e+000  | Detector |
 25289 |  8.488e+000  | Detector |
 25290 |  8.455e+000  | Detector |
 25291 |  8.552e+000  | Detector |
 25292 |  8.995e+000  | Detector |
 25293 |  8.666e+000  | Detector |
 25294 |  8.913e+000  | Detector |
 25295 |  8.640e+000  | Detector |
 25296 |  8.743e+000  | Detector |
 25297 |  8.558e+000  | Detector |
 25298 |  8.780e+000  | Detector |
 25299 |  8.473e+000  | Detector |
 25300 |  8.434e+000  | Detector |
 25301 |  8.412e+000  | Detector |
 25302 |  8.650e+000  | Detector |
 25303 |  8.291e+000  | Detector |
 25304 |  8.376e+000  | Detector |
 25305 |  8.304e+000  | Detector |
 25306 |  7.579e+000  | Detector |
 25307 |  9.057e+001  | Detector |
 25308 |  7.895e+000  | Detector |
 25309 |  8.177e+000  | Detector |
 25310 |  8.423e+000  | Detector |
 25311 |  8.589e+000  | Detector |
 25312 |  8.625e+000  | Detector |
 25313 |  8.894e+000  | Detector |
 25314 |  8.820e+000  | Detector |
 25315 |  8.732e+000  | Detector |
 25316 |  8.781e+000  | Detector |
 25317 |  8.622e+000  | Detector |
 25318 |  8.643e+000  | Detector |
 25319 |  8.534e+000  | Detector |
 25320 |  8.568e+000  | Detector |
 25321 |  8.516e+000  | Detector |
 25322 |  8.307e+000  | Detector |
 25323 |  8.762e+000  | Detector |
 25324 |  8.471e+000  | Detector |
 25325 |  8.478e+000  | Detector |
 25326 |  8.334e+000  | Detector |
 25327 |  7.656e+000  | Detector |
 25328 |  9.060e+001  | Detector |
 25329 |  7.990e+000  | Detector |
 25330 |  8.150e+000  | Detector |
 25331 |  8.368e+000  | Detector |
 25332 |  8.449e+000  | Detector |
 25333 |  8.644e+000  | Detector |
 25334 |  9.061e+000  | Detector |
 25335 |  8.822e+000  | Detector |
 25336 |  9.061e+000  | Detector |
 25337 |  8.777e+000  | Detector |
 25338 |  8.864e+000  | Detector |
 25339 |  8.628e+000  | Detector |
 25340 |  8.708e+000  | Detector |
 25341 |  8.619e+000  | Detector |
 25342 |  8.489e+000  | Detector |
 25343 |  8.398e+000  | Detector |
 25344 |  8.872e+000  | Detector |
 25345 |  8.604e+000  | Detector |
 25346 |  8.575e+000  | Detector |
 25347 |  9.105e+000  | Detector |
 25348 |  7.587e+000  | Detector |
 25349 |  9.060e+001  | Detector |
 25350 |  7.912e+000  | Detector |
 25351 |  8.135e+000  | Detector |
 25352 |  8.459e+000  | Detector |
 25353 |  8.513e+000  | Detector |
 25354 |  8.601e+000  | Detector |
 25355 |  8.877e+000  | Detector |
 25356 |  8.778e+000  | Detector |
 25357 |  8.921e+000  | Detector |
 25358 |  9.111e+000  | Detector |
 25359 |  8.738e+000  | Detector |
 25360 |  8.637e+000  | Detector |
 25361 |  8.565e+000  | Detector |
 25362 |  8.571e+000  | Detector |
 25363 |  8.573e+000  | Detector |
 25364 |  8.424e+000  | Detector |
 25365 |  8.805e+000  | Detector |
 25366 |  8.477e+000  | Detector |
 25367 |  8.638e+000  | Detector |
 25368 |  8.351e+000  | Detector |
 25369 |  7.652e+000  | Detector |
 25370 |  9.060e+001  | Detector |
 25371 |  7.984e+000  | Detector |
 25372 |  8.146e+000  | Detector |
 25373 |  8.379e+000  | Detector |
 25374 |  8.463e+000  | Detector |
 25375 |  8.641e+000  | Detector |
 25376 |  9.067e+000  | Detector |
 25377 |  8.821e+000  | Detector |
 25378 |  9.055e+000  | Detector |
 25379 |  8.782e+000  | Detector |
 25380 |  8.859e+000  | Detector |
 25381 |  8.633e+000  | Detector |
 25382 |  8.707e+000  | Detector |
 25383 |  8.602e+000  | Detector |
 25384 |  8.502e+000  | Detector |
 25385 |  8.402e+000  | Detector |
 25386 |  8.888e+000  | Detector |
 25387 |  8.613e+000  | Detector |
 25388 |  8.568e+000  | Detector |
 25389 |  9.105e+000  | Detector |
 25390 |  7.574e+000  | Detector |
 25391 |  9.057e+001  | Detector |
 25392 |  7.889e+000  | Detector |
 25393 |  8.181e+000  | Detector |
 25394 |  8.418e+000  | Detector |
 25395 |  8.590e+000  | Detector |
 25396 |  8.629e+000  | Detector |
 25397 |  8.898e+000  | Detector |
 25398 |  8.824e+000  | Detector |
 25399 |  8.742e+000  | Detector |
 25400 |  8.782e+000  | Detector |
 25401 |  8.642e+000  | Detector |
 25402 |  8.642e+000  | Detector |
 25403 |  8.547e+000  | Detector |
 25404 |  8.579e+000  | Detector |
 25405 |  8.511e+000  | Detector |
 25406 |  8.301e+000  | Detector |
 25407 |  8.753e+000  | Detector |
 25408 |  8.504e+000  | Detector |
 25409 |  8.474e+000  | Detector |
 25410 |  8.334e+000  | Detector |
 25411 |  7.597e+000  | Detector |
 25412 |  9.061e+001  | Detector |
 25413 |  7.935e+000  | Detector |
 25414 |  8.167e+000  | Detector |
 25415 |  8.479e+000  | Detector |
 25416 |  8.460e+000  | Detector |
 25417 |  8.546e+000  | Detector |
 25418 |  8.993e+000  | Detector |
 25419 |  8.671e+000  | Detector |
 25420 |  8.886e+000  | Detector |
 25421 |  8.645e+000  | Detector |
 25422 |  8.751e+000  | Detector |
 25423 |  8.568e+000  | Detector |
 25424 |  8.792e+000  | Detector |
 25425 |  8.477e+000  | Detector |
 25426 |  8.429e+000  | Detector |
 25427 |  8.422e+000  | Detector |
 25428 |  8.657e+000  | Detector |
 25429 |  8.307e+000  | Detector |
 25430 |  8.380e+000  | Detector |
 25431 |  8.304e+000  | Detector |
 25432 |  7.724e+000  | Detector |
 25433 |  9.057e+001  | Detector |
 25434 |  7.866e+000  | Detector |
 25435 |  8.103e+000  | Detector |
 25436 |  8.454e+000  | Detector |
 25437 |  8.430e+000  | Detector |
 25438 |  8.646e+000  | Detector |
 25439 |  8.648e+000  | Detector |
 25440 |  8.659e+000  | Detector |
 25441 |  8.729e+000  | Detector |
 25442 |  8.608e+000  | Detector |
 25443 |  8.608e+000  | Detector |
 25444 |  8.437e+000  | Detector |
 25445 |  8.432e+000  | Detector |
 25446 |  8.526e+000  | Detector |
 25447 |  8.404e+000  | Detector |
 25448 |  8.338e+000  | Detector |
 25449 |  8.550e+000  | Detector |
 25450 |  8.261e+000  | Detector |
 25451 |  8.391e+000  | Detector |
 25452 |  8.059e+000  | Detector |
 25453 |  7.544e+000  | Detector |
 25454 |  9.055e+001  | Detector |
 25455 |  7.876e+000  | Detector |
 25456 |  8.141e+000  | Detector |
 25457 |  8.297e+000  | Detector |
 25458 |  8.507e+000  | Detector |
 25459 |  8.607e+000  | Detector |
 25460 |  8.735e+000  | Detector |
 25461 |  8.754e+000  | Detector |
 25462 |  8.587e+000  | Detector |
 25463 |  8.689e+000  | Detector |
 25464 |  8.538e+000  | Detector |
 25465 |  8.579e+000  | Detector |
 25466 |  8.490e+000  | Detector |
 25467 |  8.451e+000  | Detector |
 25468 |  8.424e+000  | Detector |
 25469 |  8.243e+000  | Detector |
 25470 |  8.495e+000  | Detector |
 25471 |  8.032e+000  | Detector |
 25472 |  7.908e+000  | Detector |
 25473 |  7.704e+000  | Detector |
 25474 |  7.492e+000  | Detector |
 25475 |  9.054e+001  | Detector |
 25476 |  7.769e+000  | Detector |
 25477 |  7.987e+000  | Detector |
 25478 |  8.302e+000  | Detector |
 25479 |  8.388e+000  | Detector |
 25480 |  8.490e+000  | Detector |
 25481 |  8.746e+000  | Detector |
 25482 |  8.436e+000  | Detector |
 25483 |  8.571e+000  | Detector |
 25484 |  8.503e+000  | Detector |
 25485 |  8.479e+000  | Detector |
 25486 |  8.400e+000  | Detector |
 25487 |  8.500e+000  | Detector |
 25488 |  8.412e+000  | Detector |
 25489 |  8.302e+000  | Detector |
 25490 |  8.084e+000  | Detector |
 25491 |  8.337e+000  | Detector |
 25492 |  7.829e+000  | Detector |
 25493 |  7.747e+000  | Detector |
 25494 |  7.510e+000  | Detector |
 25495 |  7.245e+000  | Detector |
 25496 |  9.048e+001  | Detector |
 25497 |  7.611e+000  | Detector |
 25498 |  7.871e+000  | Detector |
 25499 |  7.971e+000  | Detector |
 25500 |  8.136e+000  | Detector |
 25501 |  8.168e+000  | Detector |
 25502 |  8.395e+000  | Detector |
 25503 |  8.231e+000  | Detector |
 25504 |  8.424e+000  | Detector |
 25505 |  8.281e+000  | Detector |
 25506 |  8.360e+000  | Detector |
 25507 |  8.215e+000  | Detector |
 25508 |  8.281e+000  | Detector |
 25509 |  8.180e+000  | Detector |
 25510 |  8.227e+000  | Detector |
 25511 |  7.905e+000  | Detector |
 25512 |  8.165e+000  | Detector |
 25513 |  7.561e+000  | Detector |
 25514 |  7.167e+000  | Detector |
 25515 |  6.918e+000  | Detector |
 25516 |  6.509e+000  | Detector |
 25517 |  9.034e+001  | Detector |
 25518 |  7.229e+000  | Detector |
 25519 |  7.636e+000  | Detector |
 25520 |  7.788e+000  | Detector |
 25521 |  8.012e+000  | Detector |
 25522 |  7.990e+000  | Detector |
 25523 |  8.135e+000  | Detector |
 25524 |  8.137e+000  | Detector |
 25525 |  8.155e+000  | Detector |
 25526 |  8.193e+000  | Detector |
 25527 |  8.137e+000  | Detector |
 25528 |  8.025e+000  | Detector |
 25529 |  8.125e+000  | Detector |
 25530 |  8.019e+000  | Detector |
 25531 |  8.209e+000  | Detector |
 25532 |  7.919e+000  | Detector |
 25533 |  7.863e+000  | Detector |
 25534 |  7.414e+000  | Detector |
 25535 |  6.645e+000  | Detector |
 25536 |  5.716e+000  | Detector |
 25537 |  5.449e+000  | Detector |
 25538 |  8.998e+001  | Detector |
 25539 |  6.509e+000  | Detector |
 25540 |  7.300e+000  | Detector |
 25541 |  7.560e+000  | Detector |
 25542 |  7.601e+000  | Detector |
 25543 |  7.594e+000  | Detector |
 25544 |  7.805e+000  | Detector |
 25545 |  7.789e+000  | Detector |
 25546 |  7.752e+000  | Detector |
 25547 |  7.900e+000  | Detector |
 25548 |  7.776e+000  | Detector |
 25549 |  7.779e+000  | Detector |
 25550 |  7.766e+000  | Detector |
 25551 |  7.872e+000  | Detector |
 25552 |  7.804e+000  | Detector |
 25553 |  7.563e+000  | Detector |
 25554 |  7.541e+000  | Detector |
 25555 |  6.631e+000  | Detector |
 25556 |  5.279e+000  | Detector |
 25557 |  1.486e+000  | Detector |
 25558 |  8.999e+001  | Detector |
 25559 |  1.343e+002  | Detector |
 25560 |  9.038e+001  | Detector |
 25561 |  9.057e+001  | Detector |
 25562 |  9.064e+001  | Detector |
 25563 |  9.065e+001  | Detector |
 25564 |  9.071e+001  | Detector |
 25565 |  9.071e+001  | Detector |
 25566 |  9.070e+001  | Detector |
 25567 |  9.072e+001  | Detector |
 25568 |  9.072e+001  | Detector |
 25569 |  9.072e+001  | Detector |
 25570 |  9.074e+001  | Detector |
 25571 |  9.071e+001  | Detector |
 25572 |  9.072e+001  | Detector |
 25573 |  9.068e+001  | Detector |
 25574 |  9.068e+001  | Detector |
 25575 |  9.063e+001  | Detector |
 25576 |  9.045e+001  | Detector |
 25577 |  8.998e+001  | Detector |
 25578 |  9.003e+001  | Detector |
 25579 |  9.000e+001  | Detector |
 25580 |  1.343e+002  | Detector |
 25581 |  9.040e+001  | Detector |
 25582 |  9.058e+001  | Detector |
 25583 |  9.065e+001  | Detector |
 25584 |  9.067e+001  | Detector |
 25585 |  9.072e+001  | Detector |
 25586 |  9.073e+001  | Detector |
 25587 |  9.072e+001  | Detector |
 25588 |  9.075e+001  | Detector |
 25589 |  9.074e+001  | Detector |
 25590 |  9.075e+001  | Detector |
 25591 |  9.075e+001  | Detector |
 25592 |  9.074e+001  | Detector |
 25593 |  9.073e+001  | Detector |
 25594 |  9.070e+001  | Detector |
 25595 |  9.069e+001  | Detector |
 25596 |  9.063e+001  | Detector |
 25597 |  9.047e+001  | Detector |
 25598 |  8.999e+001  | Detector |
 25599 |  9.003e+001  | Detector |
 25600 |  5.505e+000  | Detector |
 25601 |  8.998e+001  | Detector |
 25602 |  6.537e+000  | Detector |
 25603 |  7.314e+000  | Detector |
 25604 |  7.539e+000  | Detector |
 25605 |  7.633e+000  | Detector |
 25606 |  7.644e+000  | Detector |
 25607 |  7.733e+000  | Detector |
 25608 |  7.811e+000  | Detector |
 25609 |  7.921e+000  | Detector |
 25610 |  7.973e+000  | Detector |
 25611 |  7.965e+000  | Detector |
 25612 |  7.819e+000  | Detector |
 25613 |  7.776e+000  | Detector |
 25614 |  7.853e+000  | Detector |
 25615 |  7.795e+000  | Detector |
 25616 |  7.577e+000  | Detector |
 25617 |  7.341e+000  | Detector |
 25618 |  6.535e+000  | Detector |
 25619 |  5.409e+000  | Detector |
 25620 |  1.500e+000  | Detector |
 25621 |  6.546e+000  | Detector |
 25622 |  9.035e+001  | Detector |
 25623 |  7.206e+000  | Detector |
 25624 |  7.615e+000  | Detector |
 25625 |  7.769e+000  | Detector |
 25626 |  8.027e+000  | Detector |
 25627 |  7.974e+000  | Detector |
 25628 |  8.016e+000  | Detector |
 25629 |  8.121e+000  | Detector |
 25630 |  8.238e+000  | Detector |
 25631 |  8.294e+000  | Detector |
 25632 |  8.252e+000  | Detector |
 25633 |  8.075e+000  | Detector |
 25634 |  8.109e+000  | Detector |
 25635 |  7.966e+000  | Detector |
 25636 |  8.119e+000  | Detector |
 25637 |  7.940e+000  | Detector |
 25638 |  7.622e+000  | Detector |
 25639 |  7.383e+000  | Detector |
 25640 |  6.690e+000  | Detector |
 25641 |  5.945e+000  | Detector |
 25642 |  7.300e+000  | Detector |
 25643 |  9.049e+001  | Detector |
 25644 |  7.657e+000  | Detector |
 25645 |  7.950e+000  | Detector |
 25646 |  8.011e+000  | Detector |
 25647 |  8.207e+000  | Detector |
 25648 |  8.238e+000  | Detector |
 25649 |  8.357e+000  | Detector |
 25650 |  8.302e+000  | Detector |
 25651 |  8.544e+000  | Detector |
 25652 |  8.416e+000  | Detector |
 25653 |  8.524e+000  | Detector |
 25654 |  8.297e+000  | Detector |
 25655 |  8.293e+000  | Detector |
 25656 |  8.174e+000  | Detector |
 25657 |  8.222e+000  | Detector |
 25658 |  7.942e+000  | Detector |
 25659 |  7.799e+000  | Detector |
 25660 |  7.573e+000  | Detector |
 25661 |  7.267e+000  | Detector |
 25662 |  7.175e+000  | Detector |
 25663 |  7.421e+000  | Detector |
 25664 |  9.054e+001  | Detector |
 25665 |  7.820e+000  | Detector |
 25666 |  8.064e+000  | Detector |
 25667 |  8.420e+000  | Detector |
 25668 |  8.447e+000  | Detector |
 25669 |  8.567e+000  | Detector |
 25670 |  8.700e+000  | Detector |
 25671 |  8.542e+000  | Detector |
 25672 |  8.752e+000  | Detector |
 25673 |  8.722e+000  | Detector |
 25674 |  8.669e+000  | Detector |
 25675 |  8.494e+000  | Detector |
 25676 |  8.534e+000  | Detector |
 25677 |  8.400e+000  | Detector |
 25678 |  8.187e+000  | Detector |
 25679 |  8.195e+000  | Detector |
 25680 |  7.812e+000  | Detector |
 25681 |  7.735e+000  | Detector |
 25682 |  7.747e+000  | Detector |
 25683 |  7.785e+000  | Detector |
 25684 |  7.586e+000  | Detector |
 25685 |  9.056e+001  | Detector |
 25686 |  7.899e+000  | Detector |
 25687 |  8.166e+000  | Detector |
 25688 |  8.294e+000  | Detector |
 25689 |  8.518e+000  | Detector |
 25690 |  8.612e+000  | Detector |
 25691 |  8.631e+000  | Detector |
 25692 |  8.740e+000  | Detector |
 25693 |  8.659e+000  | Detector |
 25694 |  8.815e+000  | Detector |
 25695 |  8.649e+000  | Detector |
 25696 |  8.592e+000  | Detector |
 25697 |  8.439e+000  | Detector |
 25698 |  8.401e+000  | Detector |
 25699 |  8.375e+000  | Detector |
 25700 |  8.294e+000  | Detector |
 25701 |  8.042e+000  | Detector |
 25702 |  7.979e+000  | Detector |
 25703 |  8.020e+000  | Detector |
 25704 |  8.001e+000  | Detector |
 25705 |  7.963e+000  | Detector |
 25706 |  9.058e+001  | Detector |
 25707 |  7.909e+000  | Detector |
 25708 |  8.186e+000  | Detector |
 25709 |  8.531e+000  | Detector |
 25710 |  8.547e+000  | Detector |
 25711 |  8.768e+000  | Detector |
 25712 |  8.635e+000  | Detector |
 25713 |  8.773e+000  | Detector |
 25714 |  8.862e+000  | Detector |
 25715 |  8.807e+000  | Detector |
 25716 |  8.816e+000  | Detector |
 25717 |  8.569e+000  | Detector |
 25718 |  8.498e+000  | Detector |
 25719 |  8.557e+000  | Detector |
 25720 |  8.441e+000  | Detector |
 25721 |  8.436e+000  | Detector |
 25722 |  8.183e+000  | Detector |
 25723 |  8.235e+000  | Detector |
 25724 |  8.714e+000  | Detector |
 25725 |  8.599e+000  | Detector |
 25726 |  7.634e+000  | Detector |
 25727 |  9.061e+001  | Detector |
 25728 |  7.971e+000  | Detector |
 25729 |  8.227e+000  | Detector |
 25730 |  8.518e+000  | Detector |
 25731 |  8.512e+000  | Detector |
 25732 |  8.591e+000  | Detector |
 25733 |  8.941e+000  | Detector |
 25734 |  8.700e+000  | Detector |
 25735 |  8.990e+000  | Detector |
 25736 |  8.791e+000  | Detector |
 25737 |  8.810e+000  | Detector |
 25738 |  8.635e+000  | Detector |
 25739 |  8.783e+000  | Detector |
 25740 |  8.408e+000  | Detector |
 25741 |  8.398e+000  | Detector |
 25742 |  8.504e+000  | Detector |
 25743 |  8.267e+000  | Detector |
 25744 |  8.296e+000  | Detector |
 25745 |  8.462e+000  | Detector |
 25746 |  8.799e+000  | Detector |
 25747 |  7.645e+000  | Detector |
 25748 |  9.058e+001  | Detector |
 25749 |  7.959e+000  | Detector |
 25750 |  8.249e+000  | Detector |
 25751 |  8.471e+000  | Detector |
 25752 |  8.683e+000  | Detector |
 25753 |  8.732e+000  | Detector |
 25754 |  8.750e+000  | Detector |
 25755 |  8.903e+000  | Detector |
 25756 |  8.915e+000  | Detector |
 25757 |  8.884e+000  | Detector |
 25758 |  8.776e+000  | Detector |
 25759 |  8.710e+000  | Detector |
 25760 |  8.564e+000  | Detector |
 25761 |  8.597e+000  | Detector |
 25762 |  8.497e+000  | Detector |
 25763 |  8.404e+000  | Detector |
 25764 |  8.266e+000  | Detector |
 25765 |  8.401e+000  | Detector |
 25766 |  8.614e+000  | Detector |
 25767 |  8.885e+000  | Detector |
 25768 |  7.680e+000  | Detector |
 25769 |  9.060e+001  | Detector |
 25770 |  8.008e+000  | Detector |
 25771 |  8.218e+000  | Detector |
 25772 |  8.438e+000  | Detector |
 25773 |  8.536e+000  | Detector |
 25774 |  8.716e+000  | Detector |
 25775 |  8.878e+000  | Detector |
 25776 |  8.867e+000  | Detector |
 25777 |  9.079e+000  | Detector |
 25778 |  8.858e+000  | Detector |
 25779 |  8.963e+000  | Detector |
 25780 |  8.684e+000  | Detector |
 25781 |  8.705e+000  | Detector |
 25782 |  8.590e+000  | Detector |
 25783 |  8.498e+000  | Detector |
 25784 |  8.532e+000  | Detector |
 25785 |  8.411e+000  | Detector |
 25786 |  8.493e+000  | Detector |
 25787 |  8.653e+000  | Detector |
 25788 |  9.398e+000  | Detector |
 25789 |  7.643e+000  | Detector |
 25790 |  9.060e+001  | Detector |
 25791 |  7.932e+000  | Detector |
 25792 |  8.178e+000  | Detector |
 25793 |  8.494e+000  | Detector |
 25794 |  8.600e+000  | Detector |
 25795 |  8.671e+000  | Detector |
 25796 |  8.752e+000  | Detector |
 25797 |  8.897e+000  | Detector |
 25798 |  8.937e+000  | Detector |
 25799 |  9.211e+000  | Detector |
 25800 |  8.867e+000  | Detector |
 25801 |  8.789e+000  | Detector |
 25802 |  8.608e+000  | Detector |
 25803 |  8.508e+000  | Detector |
 25804 |  8.569e+000  | Detector |
 25805 |  8.527e+000  | Detector |
 25806 |  8.267e+000  | Detector |
 25807 |  8.423e+000  | Detector |
 25808 |  8.749e+000  | Detector |
 25809 |  8.888e+000  | Detector |
 25810 |  7.676e+000  | Detector |
 25811 |  9.061e+001  | Detector |
 25812 |  7.997e+000  | Detector |
 25813 |  8.224e+000  | Detector |
 25814 |  8.445e+000  | Detector |
 25815 |  8.553e+000  | Detector |
 25816 |  8.714e+000  | Detector |
 25817 |  8.894e+000  | Detector |
 25818 |  8.861e+000  | Detector |
 25819 |  9.080e+000  | Detector |
 25820 |  8.866e+000  | Detector |
 25821 |  8.942e+000  | Detector |
 25822 |  8.679e+000  | Detector |
 25823 |  8.702e+000  | Detector |
 25824 |  8.580e+000  | Detector |
 25825 |  8.497e+000  | Detector |
 25826 |  8.533e+000  | Detector |
 25827 |  8.413e+000  | Detector |
 25828 |  8.490e+000  | Detector |
 25829 |  8.647e+000  | Detector |
 25830 |  9.398e+000  | Detector |
 25831 |  7.626e+000  | Detector |
 25832 |  9.058e+001  | Detector |
 25833 |  7.958e+000  | Detector |
 25834 |  8.245e+000  | Detector |
 25835 |  8.454e+000  | Detector |
 25836 |  8.683e+000  | Detector |
 25837 |  8.739e+000  | Detector |
 25838 |  8.757e+000  | Detector |
 25839 |  8.904e+000  | Detector |
 25840 |  8.937e+000  | Detector |
 25841 |  8.875e+000  | Detector |
 25842 |  8.786e+000  | Detector |
 25843 |  8.720e+000  | Detector |
 25844 |  8.569e+000  | Detector |
 25845 |  8.590e+000  | Detector |
 25846 |  8.505e+000  | Detector |
 25847 |  8.405e+000  | Detector |
 25848 |  8.274e+000  | Detector |
 25849 |  8.388e+000  | Detector |
 25850 |  8.613e+000  | Detector |
 25851 |  8.885e+000  | Detector |
 25852 |  7.628e+000  | Detector |
 25853 |  9.061e+001  | Detector |
 25854 |  7.969e+000  | Detector |
 25855 |  8.227e+000  | Detector |
 25856 |  8.516e+000  | Detector |
 25857 |  8.518e+000  | Detector |
